Issue id,Duplicate id
13451378,13450390
13410294,13409722
13491808,13485413
13352963,13352964
13435952,13440545
13593745,13584145
13486472,13485915
13287181,13288139
13323361,13329652
13473329,13472129
13343822,13353722
13569380,13582872
13328984,13386877
13429758,13429759
13339558,13525876
13581486,13529988
13478606,13423328
13358149,13315751
13478452,13478269
13381356,13380496
13484520,13483078
13556559,13580056
13329652,13323361
13582872,13569380
13435892,13436153
13401591,13399415
13562836,13573172
13423328,13478606
13365757,13365756
13399415,13401591
13526196,13514151
13319673,13319553
13485413,13491808
13474719,13473338
13573172,13562836
13313687,13314197
13337005,13336805
13473338,13474719
13546563,13548117
13436153,13435892
13321043,13345236
13432745,13412852
13481037,13326665
13424270,13365829
13319553,13319673
13289655,13286152
13529988,13581486
13420194,13420488
13472056,13471087
13347124,13339673
13336805,13337005
13421665,13430997
13286152,13289655
13341443,13345117
13548117,13546563
13527792,13534114
13343360,13427168
13483078,13484520
13415769,13389310
13362199,13399825
13427168,13343360
13338162,13336044
13301212,13344467
13339673,13348358
13534114,13527792
13399825,13362199
13514035,13522853
13386877,13328984
13285270,13312586
13514151,13526196
13434079,13470812
13380496,13381356
13429759,13429758
13326665,13481037
13485915,13486472
13312586,13285270
13522810,13558876
13525876,13339558
13352964,13352963
13420488,13420194
13345117,13341443
13595922,13286148
13314197,13313687
13286148,13595922
13279610,13287276
13344467,13301212
13315751,13358149
13478820,13411867
13470812,13434079
13365829,13424270
13430997,13421665
13365756,13365757
13599787,13549948
13472380,13432165
13472420,13472057
13339216,13338474
13584145,13593745
13357600,13344074
13558876,13522810
13345236,13321043
